,name,type,location,rating,num_ratings,age,price,abv,style,cask,flavor_summary,expert,score,Smoky,Peaty,Spicy,Herbal,Oily,Full-bodied,Rich,Sweet,Briny,Salty,Vanilla,Tart,Fruity,Floral
269,William Larue Weller Bourbon (Fall 2010),Bourbon,"William Larue Weller // Kentucky, USA",4.9,5,12 Year,5,63.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Stephanie Moreno,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Port Chilkoot Bourbon,Bourbon,"Port Chilkoot // Alaska, USA",3.56,9,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Spicy,Jacob Grier,84,10.0,0.0,40.0,0.0,20.0,30.0,25.0,30.0,10.0,0.0,25.0,0.0,20.0,0.0
271,Watershed Barrel Strength Bourbon Finished in Apple Brandy Barrels (Batch 001),Bourbon,"Watershed // Ohio, USA",3.63,10,6 Year,3,59.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in apple brandy barrels,Spicy,Jacob Grier,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Ezra Brooks Kentucky Straight Bourbon 80 Proof,Bourbon,"Ezra Brooks // Kentucky, USA",3.27,18,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Jacob Grier,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Ballantine's 7 Year Bourbon Finish,Blended,Ballantineâ€™s // Scotland,3.05,16,7 Year,2,40.0,Comprised of both single malt(s) and single grain(s) often from many different distilleries; if Scotch or Irish must be aged for at least three years in oak barrels; Irish may include single pot still whiskey in the blend.,finished in ex-bourbon,Spicy,Jacob Grier,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Peerless Small Batch Kentucky Straight Bourbon,Bourbon,"Peerless // Kentucky, USA",3.59,240,NAS,4,54.45,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Jacob Grier,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,"Booker's Bourbon Batch 2018-03 ""Kentucky Chew""",Bourbon,"Booker's // Kentucky, USA",4.17,196,6 YR 4 MO 12 DY,3,63.35,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Spicy,Jacob Grier,91,35.0,0.0,65.0,25.0,60.0,60.0,70.0,60.0,5.0,5.0,55.0,10.0,15.0,10.0
276,Stillhouse Black Bourbon,Bourbon,USA,3.37,68,,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Rich & Spicy,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,O.K.I. Reserve Straight Bourbon 8 Year,Bourbon,"O.K.I // Indiana (bottled in Kentucky), USA",3.47,16,8 Year,2,48.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Rich & Spicy,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Jeptha Creed Bottled in Bond Rye Bourbon,Bourbon,"Jeptha Creed // Kentucky, USA",,0,NAS,3,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Spicy,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Rock Hill Farms Bourbon,Bourbon,"Buffalo Trace // Kentucky, USA",4.2,944,NAS,3,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Full Bodied,Ryan Conklin,91,20.0,0.0,84.0,74.0,78.0,79.0,78.0,72.0,0.0,0.0,74.0,68.0,67.0,65.0
280,William Larue Weller Bourbon (Fall 2010),Bourbon,"William Larue Weller // Kentucky, USA",4.9,5,12 Year,5,63.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Full Bodied,Ryan Conklin,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Bardstown Bourbon Co. The Prisoner Wine Co. Finish #2,Bourbon,"Bardstown Bourbon Co. // Tennessee (bottled in Kentucky), USA",3.8,23,NAS,4,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in French oak red wine casks,Full Bodied & Rich,Amanda Schuster,89,10.0,0.0,30.0,15.0,10.0,80.0,75.0,70.0,0.0,5.0,20.0,20.0,50.0,0.0
282,Five & 20 Bourbon (SB)2BW,Bourbon,"Five & 20 Spirits // New York, USA",3.63,6,,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Full Bodied,Paul Belbusti,85,40.0,0.0,80.0,40.0,20.0,60.0,50.0,50.0,0.0,0.0,50.0,20.0,30.0,20.0
283,"Booker's Bourbon Batch 2019-04 ""Beaten Biscuits""",Bourbon,"Booker's // Kentucky , USA",4.2,188,6 YR 6 MO 19 DY,3,63.05,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Vanilla,Colin Howard,87,80.0,0.0,95.0,30.0,80.0,70.0,80.0,70.0,0.0,30.0,85.0,0.0,30.0,20.0
284,Blue Run 13 Year Kentucky Straight Bourbon,Bourbon,"Blue Run  // Kentucky, USA",4.34,24,13 Year,5,56.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Sweet,Stephanie Moreno,90,35.0,0.0,70.0,10.0,15.0,65.0,65.0,65.0,0.0,0.0,35.0,25.0,60.0,0.0
285,Rebellion Bourbon,Bourbon,"Market Street Spirits // Kentucky, USA, USA",2.75,40,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","NEW, CHARRED AMERICAN OAK",Spicy & Sweet,Stephanie Moreno,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Elijah Craig Barrel Proof Bourbon,Bourbon,"Elijah Craig // Kentucky, USA",4.31,2347,12 Year,4,68.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Rob Morton,93,70.0,0.0,90.0,40.0,100.0,100.0,100.0,30.0,0.0,0.0,20.0,40.0,40.0,30.0
287,Charles Goodnight Bourbon,Bourbon,"Charles Goodnight // Kentucky, USA",3.45,77,6 Year,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Rich & Full Bodied,Rob Morton,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Old Forester Birthday Bourbon 2014,Bourbon,"Old Forester // Kentucky, USA",4.47,41,12 Year,3,48.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Spicy,Matthew Sheinberg,94,20.0,0.0,60.0,35.0,5.0,45.0,40.0,30.0,0.0,0.0,60.0,0.0,15.0,15.0
289,Blood Oath Bourbon Pact No. 1,Bourbon,"Blood Oath // Kentucky, USA",3.66,81,NAS,4,49.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,15.0,0.0,35.0,0.0,10.0,70.0,75.0,80.0,0.0,0.0,40.0,10.0,25.0,0.0
290,Sam Houston 12 Year Kentucky Straight Bourbon (Release No.1 2018),Bourbon,"Sam Houston // Kentucky, USA",3.95,17,12 Year,4,49.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Vanilla,Jacob Grier,87,10.0,0.0,55.0,25.0,45.0,60.0,65.0,60.0,15.0,5.0,60.0,30.0,25.0,20.0
291,"Colonel E.H. Taylor, Jr. Barrel Proof Bourbon",Bourbon,"Colonel E.H. Taylor, Jr. // Kentucky, USA",4.32,784,,4,67.7,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Spicy,Liza Weisstuch,89,0.0,0.0,90.0,30.0,30.0,90.0,80.0,40.0,0.0,0.0,40.0,0.0,40.0,0.0
292,Rabbit Hole Kentucky Straight Bourbon,Bourbon,"Rabbit Hole // Kentucky, USA",3.7,534,NAS,2,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",toasted and charred new American oak (char #3),Rich & Full Bodied,Jack Robertiello,93,0.0,0.0,45.0,0.0,25.0,65.0,70.0,55.0,0.0,20.0,20.0,10.0,30.0,5.0
293,"Booker's Bourbon Batch 2016-06 ""Noe Hard Times""",Bourbon,"Booker's // Kentucky, USA",4.19,85,6 YR 10 MO 1 DY,3,63.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Sweet,Stephanie Moreno,92,40.0,0.0,80.0,30.0,30.0,60.0,60.0,70.0,0.0,0.0,45.0,40.0,40.0,0.0
294,James Oliver Bourbon-Barreled American Whiskey,Other Whiskey,"Indio Spirits // Oregon, USA",3.62,26,,2,43.0,"A spirit distilled from a mash of grain(s) at less than 95% ABV, bottled at no less than 40% ABV. The product must have characteristics, taste, and aroma generally attributed to whiskey",ex-bourbon & ex-Sherry,Floral & Herbal,Keith Allison,80,0.0,0.0,60.0,60.0,0.0,30.0,50.0,50.0,20.0,20.0,50.0,40.0,50.0,70.0
295,Bardstown Bourbon Co. Fusion Series #2,Bourbon,"Bardstown Bourbon Co. // Kentucky, USA",3.84,112,NAS,3,49.45,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Floral & Herbal,Keith Allison,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Virgil Kaine Ginger-Infused Bourbon,Flavored Whiskey,"Virgil Kaine // South Carolina, USA",3.81,40,NAS,2,40.0,Whiskey flavored with natural or artificial flavors and labeled with the (pre)dominant flavor(s). Can be made either with or without the addition of sugar. Bottled at 30% ABV or higher.,"New, Charred American Oak",Herbal & Spicy,Paul Belbusti,86,25.0,0.0,90.0,90.0,10.0,50.0,50.0,70.0,0.0,0.0,30.0,0.0,60.0,40.0
297,Blaum Bros Knotter Bourbon 3 Year (Batch #6),Bourbon,"Blaum Bros. // Indiana (further aged & bottled in Illinois), USA",3.49,17,3 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Fruity & Full Bodied,Nicole Gilbert,76,10.0,0.0,65.0,0.0,30.0,85.0,75.0,80.0,0.0,0.0,35.0,10.0,85.0,35.0
298,Ezra Brooks Kentucky Straight Bourbon 99 Proof,Bourbon,"Ezra Brooks // Kentucky, USA",3.34,108,NAS,1,49.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Stephanie Moreno,87,30.0,0.0,55.0,30.0,20.0,50.0,50.0,60.0,0.0,0.0,40.0,35.0,30.0,0.0
299,Douglas & Todd Small Batch Bourbon,Bourbon,"Douglas & Todd // Minnesota , USA",3.07,46,4 Year,2,46.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Stephanie Moreno,83,20.0,0.0,35.0,35.0,20.0,45.0,45.0,55.0,0.0,0.0,35.0,30.0,45.0,0.0
300,Lost Republic Straight Bourbon,Bourbon,"Lost Republic // (aged & bottled in) California, USA",3.58,51,NAS,2,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Stephanie Moreno,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Chicken Cock Beer Barrel Select Bourbon,Bourbon,"Chicken Cock // Kentucky , USA",3.5,5,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in walnut brown ale barrels,Sweet,Stephanie Moreno,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Old Forester Birthday Bourbon 2019,Bourbon,"Old Forester // Kentucky, USA",4.4,141,11 Year,4,52.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,91,20.0,0.0,60.0,40.0,30.0,90.0,80.0,60.0,0.0,0.0,90.0,20.0,20.0,0.0
303,"Colonel E.H. Taylor, Jr. Small Batch Bottled in Bond Bourbon",Bourbon,"Colonel E.H. Taylor, Jr. // Kentucky, USA",4.15,5379,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Oily & Rich,Rob Morton,90,40.0,0.0,40.0,30.0,80.0,70.0,70.0,50.0,20.0,10.0,50.0,20.0,40.0,50.0
304,Woodford Reserve Double Double Oaked Bourbon (Summer 2015),Bourbon,"Woodford Reserve // Kentucky, USA",3.92,96,NAS,4,45.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Jake Emen,84,50.0,0.0,70.0,30.0,20.0,40.0,20.0,20.0,0.0,0.0,20.0,0.0,10.0,10.0
305,Rough Rider Happy Warrior Cask Strength Straight Bourbon,Bourbon,"Rough Rider // Long Island , USA",3.74,30,NAS ,2,57.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak, ex-chardonnay, ex-merlot, and brandy-washed wine",Sweet & Rich,Amanda Schuster,88,5.0,0.0,40.0,10.0,10.0,80.0,80.0,80.0,0.0,0.0,30.0,25.0,70.0,15.0
306,Elijah Craig Small Batch Bourbon,Bourbon,"Elijah Craig // Kentucky, USA",3.68,5527,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Stephanie Moreno,85,20.0,0.0,45.0,35.0,15.0,45.0,45.0,75.0,0.0,0.0,50.0,25.0,45.0,0.0
307,Laws 6 Year Four Grain Bourbon Bonded,Bourbon,"Colorado , USA",3.93,7,6 Year,3,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",Oak,Sweet,Stephanie Moreno,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,J. Carver Bourbon Whiskey,Bourbon,"J. Carver // Minnesota, USA",3.15,19,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred oak",Sweet,Stephanie Moreno,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,13th Colony Southern Bourbon,Bourbon,"Thirteenth Colony Distilleries // Georgia, USA",3.62,57,NAS,2,42.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Sweet,Stephanie Moreno,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Larceny Small Batch Kentucky Straight Bourbon,Bourbon,"Larceny // Kentucky, USA",3.48,4380,NAS,1,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,88,0.0,0.0,15.0,0.0,0.0,65.0,65.0,80.0,0.0,0.0,20.0,0.0,10.0,0.0
311,Wild Turkey Kentucky Straight Bourbon,Bourbon,"Wild Turkey // Kentucky, USA",2.95,992,NAS,1,40.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Spicy,Rob Morton,84,40.0,0.0,60.0,30.0,40.0,50.0,60.0,40.0,20.0,20.0,40.0,50.0,40.0,20.0
312,Black Powder Bourbon,Bourbon,"Black Powder // Kentucky, USA",2.64,16,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Rich & Spicy,Rob Morton,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Laws Farmer's Select Four Grain Single Barrel Bourbon,Bourbon,"Laws Whiskey House // Colorado, USA",3.9,25,NAS,3,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new American white oak,Full Bodied,Katrina Niemisto,86,15.0,0.0,35.0,10.0,0.0,55.0,35.0,45.0,0.0,0.0,40.0,0.0,15.0,35.0
314,Jesse James Bourbon,Bourbon,"Jesse James Spirits // Kentucky, USA",2.72,77,NAS,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","NEW, CHARRED AMERICAN OAK",Full Bodied,Katrina Niemisto,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,The Clover 4 Year Single Barrel Straight Bourbon,Bourbon,"The Clover // Indiana , USA",3.65,22,4 Year,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Spicy,Jake Emen,85,10.0,0.0,70.0,30.0,50.0,60.0,60.0,50.0,0.0,0.0,70.0,20.0,20.0,0.0
316,Jim Beam Signature Craft Whole Rolled Oat Bourbon 11 Year,Bourbon,"Jim Beam // Kentucky, USA",3.63,17,11 Year,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Distiller Staff,81,0.0,0.0,50.0,20.0,30.0,20.0,10.0,60.0,0.0,0.0,20.0,20.0,10.0,0.0
317,Bourbon30 Straight Bourbon Whiskey Small Batch,Bourbon,"Georgetown, Kentucky , USA",3.67,3,5,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Sweet,Distiller Staff,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,George T. Stagg Bourbon (Fall 2020),Bourbon,"George T. Stagg // Kentucky, USA",4.63,175,15 Year,4,65.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jake Emen,96,20.0,0.0,30.0,10.0,40.0,90.0,90.0,80.0,0.0,0.0,90.0,20.0,10.0,0.0
319,Still & Oak Straight Bourbon,Bourbon,"Still & Oak // Wisconsin, USA",3.37,20,NAS,2,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Jacob Grier,83,10.0,5.0,40.0,30.0,35.0,35.0,30.0,45.0,10.0,5.0,40.0,15.0,20.0,15.0
320,Bardstown Bourbon Co. DestillarÃ© Orange CuraÃ§ao Finish,Bourbon,Bardstown Bourbon Co. // USA,4.09,11,NAS,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in DestillarÃ© orange curaÃ§ao barrels,Sweet,Jacob Grier,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Belle Meade Reserve Bourbon,Bourbon,USA,4.04,121,,3,54.15,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Sweet,Jacob Grier,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Weller Special Reserve Bourbon,Bourbon,"Weller // Kentucky, USA",3.89,6034,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Fruity,Rob Morton,91,20.0,0.0,30.0,20.0,50.0,60.0,70.0,80.0,0.0,10.0,30.0,20.0,70.0,30.0
323,Chicken Cock 15 Year Barrel Proof Kentucky Straight Bourbon,Bourbon,"Chicken Cock // Kentucky, USA",3.6,5,15 Year,5,57.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Vanilla,Jacob Grier,91,15.0,0.0,55.0,15.0,65.0,70.0,75.0,70.0,5.0,5.0,70.0,10.0,35.0,10.0
324,Garrison Brothers Cowboy Bourbon (2021 Release),Bourbon,"Garrison Brothers // Texas, USA",4.81,4,NAS ,5,65.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Vanilla,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,BSB 103 Brown Sugar Bourbon,Flavored Whiskey,BSB-Brown Sugar Bourbon // USA,3.3,52,NAS,2,51.5,Whiskey flavored with natural or artificial flavors and labeled with the (pre)dominant flavor(s). Can be made either with or without the addition of sugar. Bottled at 30% ABV or higher.,,Rich & Vanilla,Jacob Grier,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Parker's Heritage Master Distiller's Blend of Mashbills Bourbon,Bourbon,"Parker's Heritage Collection // Kentucky, USA",4.19,28,NAS,3,63.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Spicy,Distiller Staff,93,10.0,0.0,80.0,60.0,40.0,70.0,60.0,70.0,0.0,20.0,60.0,30.0,90.0,30.0
327,Maker's Mark Private Select Bourbon,Bourbon,"Maker's Mark // Kentucky, USA",4.1,647,NAS,3,,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished with various oak staves",Fruity & Spicy,Distiller Staff,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Four Roses 130th Anniversary Limited Edition Small Batch Bourbon (2018),Bourbon,"Four Roses // Kentucky, USA",4.48,136,NAS,4,54.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Jacob Grier,93,15.0,0.0,60.0,25.0,65.0,70.0,75.0,65.0,10.0,5.0,60.0,10.0,20.0,20.0
329,Kentucky Tavern Bourbon,Bourbon,Sazerac // USA,2.54,52,,1,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Sam Davies,80,0.0,0.0,50.0,10.0,50.0,40.0,50.0,40.0,0.0,10.0,50.0,10.0,40.0,0.0
330,TX Straight Bourbon Whiskey,Bourbon,"TX Whiskey // Texas, USA",3.43,271,NAS,4,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Tim Knittel,84,25.0,0.0,15.0,10.0,65.0,40.0,45.0,65.0,0.0,0.0,70.0,20.0,30.0,15.0
331,Rabbit Hole Mizunara Founder's Collection Kentucky Straight Bourbon,Bourbon,"Rabbit Hole // Kentucky, USA",,0,15 Year,5,57.1,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in Mizunara oak barrels",Vanilla & Sweet,Tim Knittel,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Kooper Family Single Barrel Bourbon,Bourbon,Kooper Family // USA,3.69,5,NAS,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak (char #3)",Vanilla & Rich,Jake Emen,86,30.0,0.0,50.0,50.0,40.0,50.0,70.0,50.0,0.0,30.0,70.0,40.0,40.0,10.0
