,name,type,location,rating,num_ratings,age,price,abv,style,cask,flavor_summary,expert,score,Smoky,Peaty,Spicy,Herbal,Oily,Full-bodied,Rich,Sweet,Briny,Salty,Vanilla,Tart,Fruity,Floral
461,Double Eagle Very Rare Bourbon,Bourbon,"Double Eagle Very Rare // Kentucky, USA",4.95,7,20 Year,5,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Vanilla,Keith Allison,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Balcones Texas Pot Still Bourbon,Bourbon,"Balcones // Texas, USA",3.48,297,NAS,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new charred oak,Vanilla,Stephanie Moreno,79,30.0,0.0,40.0,40.0,25.0,40.0,40.0,30.0,0.0,0.0,45.0,35.0,15.0,0.0
463,Belle Meade Bourbon Madeira Cask Finish,Bourbon,"Belle Meade // Tennessee, USA",3.86,225,NAS,3,45.2,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak and ex-Malmsey Madeira",Rich & Vanilla,Jake Emen,94,30.0,0.0,40.0,20.0,40.0,80.0,90.0,70.0,0.0,0.0,80.0,20.0,60.0,20.0
464,Rising Sun Organic Bourbon Whiskey,Bourbon,"Rising Sun // Colorado, USA",3.5,2,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",American oak,Rich & Vanilla,Jake Emen,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,District Made Straight Bourbon,Bourbon,"District Made // Washington D.C., USA",3.41,31,NAS,2,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied,Sam Davies,83,0.0,0.0,40.0,0.0,45.0,65.0,40.0,45.0,0.0,0.0,35.0,0.0,20.0,0.0
466,Grand Traverse Distillery Straight Bourbon,Bourbon,"Grand Traverse Distillery // Michigan, USA",2.85,43,NAS,3,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich,Amanda Schuster,82,20.0,0.0,25.0,20.0,0.0,50.0,60.0,50.0,0.0,0.0,40.0,5.0,15.0,0.0
467,King of Kentucky 14 Year Kentucky Straight Bourbon (2020 Release),Bourbon,"King of Kentucky // Kentucky, USA",4.36,9,14 Year,5,64.55,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, charred American oak",Rich,Amanda Schuster,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Evan Williams 12 Year Bourbon,Bourbon,"Evan Williams // Kentucky, USA",3.95,169,12 Year,4,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Spicy,Distiller Staff,90,20.0,0.0,80.0,50.0,40.0,70.0,80.0,40.0,0.0,10.0,60.0,0.0,40.0,20.0
469,Brother's Bond Bourbon,Bourbon,Brother's Bond // USA,3.69,49,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Spicy,Jake Emen,84,20.0,0.0,70.0,40.0,10.0,40.0,60.0,50.0,0.0,0.0,80.0,40.0,10.0,0.0
470,Belle Meade Bourbon Honey Cask Finish,Bourbon,"Belle Meade // (bottled in) Tennessee, USA",4.14,17,NAS,4,56.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in a honey barrel",Full Bodied & Vanilla,Jake Emen,90,20.0,0.0,50.0,40.0,30.0,90.0,70.0,70.0,0.0,0.0,80.0,40.0,50.0,60.0
471,Smooth Ambler Old Scout Ten Bourbon Whiskey,Bourbon,"Smooth Ambler // West Virginia, USA",4.05,112,10 Year,3,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Full Bodied & Vanilla,Jake Emen,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Abraham Bowman Coffee Finished Bourbon,Bourbon,"A. Smith Bowman // Virginia, USA",3.5,2,9 Year,3,67.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",finished in a bourbon-washed barrel which previously held coffee beans,Rich & Full Bodied,Jake Emen,91,30.0,0.0,80.0,30.0,40.0,100.0,100.0,60.0,0.0,0.0,60.0,0.0,10.0,0.0
473,Noble Oak Double Oak Bourbon,Bourbon,"Noble Oak // Kentucky, USA",3.53,360,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",new charred american oak,Rich & Full Bodied,Jake Emen,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,King of Kentucky 14 Year Kentucky Straight Bourbon (2021 Release),Bourbon,"King of Kentucky // Kentucky, USA",4.33,3,14 Year,5,65.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Vanilla,Jake Emen,90,30.0,0.0,60.0,40.0,20.0,90.0,70.0,50.0,0.0,30.0,80.0,40.0,20.0,0.0
475,Rhetoric 24 Year Bourbon,Bourbon,"Rhetoric // Kentucky (bottled in Tennessee), USA",4.21,144,24 Year,4,45.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,89,20.0,0.0,60.0,20.0,10.0,80.0,70.0,60.0,0.0,0.0,90.0,10.0,10.0,0.0
476,Red Eagle Ohio Bourbon,Bourbon,"Ohio, USA",3.56,8,NAS,1,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Vanilla & Full Bodied,Jake Emen,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Old Grand-Dad Bonded Bourbon,Bourbon,"Old Grand-Dad // Kentucky, USA",3.4,1356,NAS,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Rob Morton,84,20.0,0.0,40.0,20.0,40.0,50.0,50.0,60.0,20.0,0.0,50.0,20.0,50.0,30.0
478,American Highway Reserve Bourbon (Batch One),Bourbon,"American Highway // Kentucky , USA",,0,NAS,4,48.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Rob Morton,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Treaty Oak Day Drinker Texas Bourbon,Bourbon,"Treaty Oak // Texas, USA",3.03,10,12 months,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Sweet,Rob Morton,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Kings County Bottled in Bond Bourbon,Bourbon,"Kings County // New York, USA",3.92,37,NAS,4,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet,Rob Morton,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Vintage Bourbon 17 Year,Bourbon,"Kentucky Bourbon Distillers // Kentucky, USA",4.19,4,17 Year,3,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Sweet,Rob Morton,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Batch 206 Old Log Cabin Bourbon,Bourbon,"Batch 206 // Washington, USA",3.15,18,19 months,2,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Vanilla,Nicole Gilbert,83,10.0,0.0,60.0,40.0,0.0,30.0,40.0,85.0,0.0,15.0,75.0,0.0,50.0,25.0
483,Old Forester Birthday Bourbon 2019,Bourbon,"Old Forester // Kentucky, USA",4.4,141,11 Year,4,52.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,91,20.0,0.0,60.0,40.0,30.0,90.0,80.0,60.0,0.0,0.0,90.0,20.0,20.0,0.0
484,Border Straight Bourbon,Bourbon,"45th Parallel Distillery // Wisconsin , USA",2.87,34,NAS,2,45.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","NEW, CHARRED AMERICAN OAK",Vanilla & Full Bodied,Jake Emen,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Backbone Bourbon Uncut Straight Bourbon Whiskey Single Barrel (Mash & Journey Whiskey Club),Bourbon,USA,,0,,1,56.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Vanilla & Full Bodied,Jake Emen,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Rhetoric 25 Year Bourbon,Bourbon,"Rhetoric // Kentucky, USA",4.33,139,25 Year,4,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2018 Edition),Bourbon,"Angel's Envy // Kentucky, USA",4.26,123,NAS,5,62.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in port wine casks",Full Bodied & Rich,Jacob Grier,92,15.0,5.0,65.0,10.0,70.0,75.0,70.0,60.0,10.0,10.0,55.0,15.0,25.0,10.0
488,O.F.C. Vintage Bourbon 1995,Bourbon,"O.F.C. Vintage Bourbon // Kentucky, USA",5.0,3,,5,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Rich,Jacob Grier,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,American Barrels Bourbon,Bourbon,American Barrels // USA,2.55,55,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Full Bodied & Rich,Jacob Grier,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,William Larue Weller Bourbon (Fall 2018),Bourbon,"William Larue Weller // Kentucky, USA",4.63,210,NAS,4,62.85,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy,Stephanie Moreno,96,35.0,0.0,55.0,20.0,10.0,40.0,40.0,45.0,0.0,0.0,25.0,30.0,25.0,0.0
491,William Larue Weller Bourbon (Fall 2021),Bourbon,"William Larue Weller // Kentucky, USA",4.75,1,,4,62.65,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Spicy,Amanda Schuster,89,10.0,0.0,55.0,5.0,10.0,50.0,50.0,60.0,0.0,5.0,15.0,25.0,30.0,0.0
492,Berkshire Bourbon,Bourbon,"Berkshire Mountain // Massachusettes, USA",3.37,66,NAS,2,43.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Vanilla,Keith Allison,82,0.0,0.0,70.0,30.0,30.0,40.0,40.0,70.0,0.0,20.0,70.0,30.0,70.0,60.0
493,J.P. Trodden Small Batch Bourbon,Bourbon,"J.P. Trodden // Washington, USA",3.62,41,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Fruity & Vanilla,Keith Allison,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,TX Straight Bourbon PX Sherry Finish,Bourbon,"TX Whiskey // Texas, USA",3.56,4,NAS ,3,50.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in PX sherry wine casks",Fruity & Vanilla,Keith Allison,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Kentucky Owl Kentucky Straight Bourbon (Batch #2),Bourbon,"Kentucky Owl // Kentucky, USA",4.39,14,NAS,5,58.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Vanilla,Keith Allison,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,"Ezra Brooks ""Old Ezra"" Barrel Strength Bourbon 7 Year",Bourbon,"Old Ezra // Kentucky, USA",3.89,956,7 Year,2,58.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jacob Grier,87,15.0,0.0,60.0,20.0,65.0,65.0,60.0,55.0,10.0,5.0,65.0,10.0,25.0,10.0
497,James E. Pepper 1776 Straight Bourbon,Bourbon,"James E. Pepper // Indiana (bottled in Kentucky), USA",3.32,256,NAS,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Rob Morton,83,40.0,0.0,50.0,0.0,30.0,40.0,40.0,40.0,0.0,20.0,50.0,10.0,40.0,20.0
498,Engine 49 Straight Bourbon,Bourbon,"Engine 49 // California, USA",,0,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Vanilla,Rob Morton,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,"Bookerâ€™s Bourbon Batch 2021-03 ""Bardstown Batch""",Bourbon,"Booker's // Kentucky , USA",4.03,17,6 YR 5 MO,4,62.75,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Rich,Amanda Schuster,89,10.0,0.0,30.0,5.0,10.0,50.0,80.0,75.0,0.0,0.0,20.0,10.0,80.0,0.0
500,Russell's Reserve 10 Year Bourbon,Bourbon,"Wild Turkey // Kentucky, USA",3.74,3550,10 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Vanilla,Rob Morton,92,40.0,0.0,40.0,50.0,50.0,60.0,50.0,70.0,0.0,0.0,60.0,20.0,50.0,50.0
501,1792 Single Barrel Bourbon,Bourbon,"Barton 1792 // Kentucky, USA",3.77,1009,NAS,2,49.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,90,10.0,0.0,30.0,0.0,5.0,70.0,70.0,80.0,0.0,0.0,40.0,20.0,50.0,5.0
502,Knob Creek 9 Year Small Batch Bourbon,Bourbon,"Knob Creek // Kentucky , USA",3.74,532,9 Year,2,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jacob Grier,86,15.0,0.0,65.0,20.0,55.0,60.0,65.0,60.0,10.0,5.0,65.0,10.0,20.0,15.0
503,Whistling Andy Straight Bourbon Whiskey,Bourbon,"Whistling Andy // Montana, USA",3.65,17,NAS,2,40.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Vanilla & Rich,Jacob Grier,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Widow Jane Straight Bourbon 10 Year,Bourbon,Widow Jane // USA,3.89,604,10 Year,3,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",,Full Bodied & Sweet,Colin Howard,87,20.0,0.0,65.0,0.0,65.0,90.0,75.0,85.0,0.0,0.0,75.0,45.0,20.0,45.0
505,Redemption Barrel Proof 9 Year Bourbon (2017 Edition),Bourbon,"Redemption // Indiana, USA",4.19,42,9 Year,4,54.1,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Vanilla,Tim Knittel,84,30.0,0.0,65.0,20.0,0.0,40.0,55.0,60.0,0.0,0.0,60.0,25.0,30.0,15.0
506,Four Roses Limited Edition Small Batch Bourbon (2021),Bourbon,"Four Roses // Kentucky, USA",4.34,8,NAS ,4,57.1,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,91,10.0,0.0,35.0,10.0,15.0,85.0,85.0,70.0,0.0,5.0,15.0,20.0,40.0,0.0
507,Elijah Craig Barrel Proof Bourbon Batch B521,Bourbon,"Elijah Craig // Kentucky, USA",4.14,124,12 Year,3,59.1,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Sweet,Amanda Schuster,93,5.0,0.0,20.0,0.0,10.0,70.0,80.0,70.0,0.0,5.0,30.0,10.0,30.0,0.0
508,Barrell Bourbon Batch 011,Bourbon,"Barrell Craft Spirits // Tennessee (bottled in Kentucky), USA",4.37,19,6 Year,4,57.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Sweet,Amanda Schuster,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Grass Widow Bourbon,Bourbon,"Two James Spirits // (bottled in) Michigan, USA",3.8,99,NAS,3,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak, ex-Madeira",Sweet & Rich,Amanda Schuster,83,10.0,0.0,40.0,20.0,5.0,70.0,70.0,70.0,0.0,5.0,30.0,10.0,40.0,5.0
510,Larceny Barrel Proof Bourbon Batch B521,Bourbon,"Larceny // Kentucky, USA",4.19,59,NAS,2,60.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,93,10.0,0.0,30.0,5.0,10.0,65.0,65.0,70.0,0.0,5.0,20.0,15.0,40.0,0.0
511,"Ezra Brooks ""Ezra B."" 12 Year Single Barrel Bourbon",Bourbon,"Ezra Brooks // Kentucky, USA",3.42,140,12 Year,2,49.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Rich,Rob Morton,85,50.0,0.0,40.0,30.0,50.0,60.0,60.0,50.0,0.0,0.0,30.0,40.0,60.0,30.0
512,Kings County Peated Bourbon,Bourbon,"Kings County // New York, USA",3.62,69,NAS,4,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Rich,Rob Morton,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Blood Oath Bourbon Pact No. 1,Bourbon,"Blood Oath // Kentucky, USA",3.66,81,NAS,4,49.3,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,85,15.0,0.0,35.0,0.0,10.0,70.0,75.0,80.0,0.0,0.0,40.0,10.0,25.0,0.0
514,Russell's Reserve 13 Year Bourbon,Bourbon,"Wild Turkey // Kentucky, USA",4.37,55,13 Year,3,57.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,89,20.0,0.0,60.0,30.0,10.0,90.0,30.0,40.0,0.0,0.0,90.0,30.0,70.0,0.0
515,Angel's Envy Bourbon Finished in Oloroso Sherry Casks (2019 Cellar Collection),Bourbon,"Angel's Envy // Kentucky, USA",4.27,34,NAS,5,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in oloroso sherry casks",Vanilla & Full Bodied,Jake Emen,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,New Southern Revival Four Grain Bourbon,Bourbon,"New Southern Revival // South Carolina, USA",3.63,23,NAS,2,47.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred American Oak",Vanilla & Full Bodied,Jake Emen,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Michter's US*1 Toasted Barrel Finish Bourbon (2021 Release),Bourbon,"Michter's // Kentucky, USA",4.3,22,NAS,4,45.7,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in toasted barrels",Sweet & Rich,Amanda Schuster,92,5.0,0.0,40.0,10.0,15.0,70.0,70.0,80.0,0.0,0.0,15.0,10.0,20.0,0.0
518,Blade and Bow Bourbon 22 Year (2020 Release),Bourbon,"Blade And Bow // Kentucky, USA",4.25,4,22 Year,5,45.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Sweet & Rich,Amanda Schuster,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Feisty Spirits Better Days Bourbon,Bourbon,"Feisty Spirits // Colorado, USA",3.5,4,NAS,2,44.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Katrina Niemisto,80,15.0,0.0,40.0,0.0,0.0,20.0,25.0,30.0,0.0,0.0,45.0,0.0,15.0,15.0
520,Kentucky Owl Kentucky Straight Bourbon (Batch #2),Bourbon,"Kentucky Owl // Kentucky, USA",4.39,14,NAS,5,58.6,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Katrina Niemisto,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Rock Town 5th Anniversary Arkansas Straight Bourbon,Bourbon,"Rock Town // Arkansas, USA",,0,4 Year,4,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla,Katrina Niemisto,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Boone County Small Batch Bourbon,Bourbon,USA,3.54,74,,2,45.4,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","New, Charred Oak",Vanilla,Katrina Niemisto,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Barrell Bourbon New Year 2021,Bourbon,"Barrell Craft Spirits // (bottled in) Kentucky, USA",3.98,18,NAS,4,56.95,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Full Bodied,Jake Emen,91,20.0,0.0,50.0,40.0,40.0,80.0,40.0,50.0,0.0,0.0,80.0,20.0,60.0,20.0
524,Orange County Distillery Bourbon,Bourbon,"Orange County Distillery // New York, USA",3.45,6,NAS,3,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred american oak",Vanilla,Matthew Sheinberg,79,10.0,0.0,15.0,5.0,5.0,25.0,20.0,40.0,0.0,0.0,75.0,0.0,30.0,30.0
525,Limestone Branch Experimental Collection Malted Red Wheat Bourbon Single Barrel,Bourbon,"Limestone Branch Experimental Collection // Kentucky , USA",2.82,14,NAS,2,47.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",Char no 3,Vanilla,Matthew Sheinberg,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Still Austin Double Barreled Bourbon,Bourbon,"Still Austin // Texas, USA",5.0,1,NAS,4,54.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak; finished in a new charred oak barrel",Vanilla,Matthew Sheinberg,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Redemption High Rye Bourbon,Bourbon,"Redemption // Indiana , USA",3.4,309,NAS,2,46.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Spicy & Vanilla,Ryan Conklin,82,20.0,0.0,87.0,82.0,65.0,75.0,77.0,81.0,0.0,0.0,83.0,65.0,64.0,66.0
528,Dry Fly Straight Washington Bourbon 101 4 Year,Bourbon,"Dry Fly // Washington, USA",3.64,48,4 Year,3,50.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Rich,Jake Emen,88,10.0,0.0,60.0,20.0,30.0,70.0,80.0,60.0,0.0,0.0,80.0,20.0,0.0,0.0
529,Elijah Craig Barrel Proof Bourbon Batch A121,Bourbon,"Elijah Craig // Kentucky, USA",4.27,159,12 Year,3,61.8,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Rich & Full Bodied,Amanda Schuster,93,10.0,0.0,45.0,5.0,15.0,70.0,80.0,60.0,0.0,5.0,30.0,15.0,40.0,0.0
530,Heaven's Door Straight Tennessee Bourbon,Bourbon,"Heaven's Door // Tennessee, USA",3.7,365,NAS,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Jake Emen,86,30.0,0.0,50.0,20.0,40.0,60.0,70.0,70.0,0.0,0.0,80.0,10.0,40.0,10.0
531,Breaker Bourbon,Bourbon,"Indiana (bottled in California), USA",3.53,84,5 Year,2,45.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Vanilla & Sweet,Stephanie Moreno,82,30.0,0.0,45.0,20.0,20.0,45.0,45.0,70.0,0.0,0.0,80.0,30.0,40.0,0.0
532,Dragon's Milk Bottled in Bond Bourbon,Bourbon,"New Holland // Michigan, USA",2.86,9,NAS,1,50.0,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.",American oak,Vanilla & Sweet,Stephanie Moreno,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Copper Tongue 16 Year Bourbon,Bourbon,"Orphan Barrel Whisky Co. // Tennessee, USA",3.72,34,16 Year,4,44.9,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Spicy,Amanda Schuster,87,15.0,0.0,65.0,5.0,20.0,50.0,50.0,50.0,0.0,0.0,20.0,40.0,65.0,0.0
534,Blue Note Bourbon 9 Year,Bourbon,"Blue Note // Tennessee, USA",3.81,94,9 Year,3,46.5,"Produced anywhere in USA; Mash bill of at least 51% corn; aged in new, charred oak containers.","new, charred American oak",Fruity & Spicy,Amanda Schuster,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
